Compound Name,Formula,Water Solubility (mg/L),Water Solubility (g/L)
"2,7-Naphthalenedisulfonic Acid, 4,5-Dihydroxy-3,",C22H16N4O8S2,28000,28
"2,7-Naphthalenedisulfonic Acid, 1-Amino-",C10H9NO6S2,167000,167
"2,7-Dichloronaphthalene",C10H6Cl2,23.6,0.0236
"2,7-Dichlorodibenzo-p-Dioxin",C12H6Cl2O2,3750,3.75
"2,8-Dichlorodibenzofuran",C12H6Cl2O,145,0.145
"2,8-Dichlorodibenzo-p-Dioxin",C12H6Cl2O2,167,0.167
3-(2-Methylphenoxy)pyridazine,C11H10N2O,2000,2
"3(2h)-Thiazoleacetic Acid, 4-Methyl-2-Thioxo-",C6H7NO2S2,2060,2.06
"3(2h)-Pyridazinone, 4,5-Dihydro-6-Methyl-2-Pheny",C11H12N2O,5300,5.3
"3(2h)-Isothiazolone, 2-Octyl-",C11H19NOS,500,0.5
"3,3-Dimethylpentane",C7H16,5.92,0.00592
"3,3-Dimethyl-2-Butanone",C6H12O,19000,19
"3,3-Dimethyl-2-Butanol",C6H14O,23700,23.7
"3,3-Dimethyl-1-Butanol",C6H14O,7560,7.56
"3,3'-Dimethylbenzidine",C14H16N2,1300,1.3
"3,3'-Dimethoxybenzidine",C14H16N2O2,60,0.06
"3,3'-Dichlorobiphenyl",C12H8Cl2,35.5,0.0355
"3,3'-Dichlorobenzidine",C12H10Cl2N2,3.1,0.0031
"3,4-Xylidine",C8H11N,3800,3.8
"3,4-Secocholane-3,4,24-Trioic Acid, 7,12-Dioxo-,",C24H34O8,700,0.7
"3,4-Piperidinedicarboxylic Acid",C7H11NO4,50000,50
"3,4-Hexanedione, Dioxime",C6H12N2O2,404,0.404
"3,4-Heptanediol, 3-Ethyl-6-Methyl-",C10H22O2,4400,4.4
"3,4-Dinitrophenol",C6H4N2O5,60500,60.5
"3,4-Dinitrobenzoic Acid",C7H4N2O6,6700,6.7
"3,4-Dimethylpyridine",C7H9N,52000,52
"3,4-Dimethylphenol",C8H10O,4760,4.76
"3,4-Dimethylbenzoic Acid",C9H10O2,129,0.129
"3,4-Dimethoxybenzoic Acid",C9H10O4,500,0.5
"3,4-Dimephenyl N-Methylcarbamate",C10H13NO2,580,0.58
"3,4-Dihydroxybenzoic Acid",C7H6O4,18200,18.2
"3,4-Dihydroxybenzaldehyde",C7H6O3,6310,6.31
"3,4-Dichlorotoluene",C7H6Cl2,26,0.026
"3,4-Dichlorophenoxyacetic Acid",C8H6Cl2O3,457,0.457
"3,4-Dichlorophenol",C6H4Cl2O,9260,9.26
"3,4-Dichloronitrobenzene",C6H3Cl2NO2,121,0.121
"3,4-Dichlorobiphenyl",C12H8Cl2,909,0.909
"3,4-Dichlorobenzyl Methylcarbamate",C9H9Cl2NO2,170,0.17
"3,4-Dichlorobenzyl Alcohol",C7H6Cl2O,1600,1.6
"3,4-Dichlorobenzoic Acid",C7H4Cl2O2,61.1,0.0611
"3,4-Dichloroaniline",C6H5Cl2N,92,0.092
"3,4-Dichloro-1-Butene",C4H6Cl2,420,0.42
"3,4-(methylenedioxy)cinnamic Acid",C10H8O4,27,0.027
"3,4'-Dichlorodiphenyl Ether",C12H8Cl2O,4.06,0.00406
"3,5-Pyridinedicarboxylic Acid, 2,6-Dimethyl-, Di",C9H13N5O2,90000,90
"3,5-Pyridinedicarboxylic Acid, 2,6-Dimethyl-",C9H9NO4,303,0.303
"3,5-Piperidinedicarbonitrile, 4-Butyl-4-Methyl-2",C12H15N3O2,1600,1.6
"3,5-Piperidinedicarbonitrile, 1,4,4-Trimethyl-2,",C10H11N3O2,1400,1.4
"3,5-Morpholinedione",C4H5NO3,17500,17.5
"3,5-Dinitrophenol",C6H4N2O5,4000,4
"3,5-Dinitrobenzoic Acid",C7H4N2O6,1350,1.35
"3,5-Dinitro-o-Cresol",C7H6N2O5,13,0.013
"3,5-Dinitro-l-Tyrosine",C9H9N3O7,8330,8.33
"3,5-Dimethylpyridine-n-Oxide",C7H9NO,1000000,1000
"3,5-Dimethylpyridine",C7H9N,33000,33
"3,5-Dimethylphenol",C8H10O,4880,4.88
"3,5-Dimethyl-4-Thia-Hepta-2,5-Diendioic Acid",C9H12O4S,1000,1
"3,5-Dimethyl-4-Heptanol",C9H20O,445,0.445
"3,5-Diiodotyrosine",C9H9I2NO3,600,0.6
"3,5-Diiodosalicylic Acid",C7H4I2O3,192,0.192
"3,5-Diiodo-l-Tyrosine",C9H9I2NO3,620,0.62
"3,5-Dichlorophenoxyacetic Acid",C8H6Cl2O3,961,0.961
"3,5-Dichlorophenol",C6H4Cl2O,5380,5.38
"3,5-Dichlorodiphenyl Ether",C12H8Cl2O,2.08,0.00208
"3,5-Dichlorobenzoic Acid",C7H4Cl2O2,147,0.147
"3,5-Dichloroaniline",C6H5Cl2N,784,0.784
"3,5-Dichloro-2,6-Dimethyl-4-Pyridinol",C7H7Cl2NO,10,0.01
"3,5-Bis(tert-Butyl)phenol Methylcarbamate",C16H25NO2,15,0.015
"3,6-Dimethylpiperazine-2,5-Dione",C6H10N2O2,100000,100
"3,6-Diethylpiperazine-2,5-Dione",C8H14N2O2,3300,3.3
"3,6-Dichloropicolinic Acid",C6H3Cl2NO2,7850,7.85
"3,6-Diaminoacridine",C13H11N3,500000,500
"3,9-Acridinediamine, 7-Ethoxy-, Monohydrate",C15H15N3O,66600,66.6
"4(1h)-Quinolinone, 1-Methyl-",C10H9NO,16600,16.6
4(1h)-Quinolinone,C9H7NO,6250,6.25
"4(1h)-Pyrimidinone, 5-Bromo-2-Phenyl-",C10H7BrN2O,83.3,0.0833
"4(1h)-Pyrimidinone, 5-Bromo-",C4H3BrN2O,62500,62.5
"4(1h)-Pyrimidinone, 2-Amino-5-Methyl-",C5H7N3O,4000,4
"4(1h)-Pyrimidinone, 2,3-Dihydro-5-Methyl-2-Thiox",C5H6N2OS,509,0.509
"4(1h)-Pteridinone, Hydrazone",C6H6N6,2220,2.22
"4(1h)-Pteridinone, 7-Methyl-",C7H6N4O,4440,4.44
"4(1h)-Pteridinone, 6-Methyl-",C7H6N4O,3640,3.64
"4(1h)-Pteridinone, 6,7-Diphenyl-",C18H12N4O,200,0.2
"4(1h)-Pteridinone, 6,7-Dimethyl-",C8H8N4O,909,0.909
"4(1h)-Pteridinone, 2-Amino-",C6H5N5O,175,0.175
4(1h)-Pteridinethione,C6H4N4S,370,0.37
4-(2-Aminoethyl)phenol,C8H11NO,10400,10.4
4(3h)-Pyrimidone,C4H4N2O,370000,370
"4(3h)-Pteridinone, 3-Methyl-",C7H6N4O,14300,14.3
4-(4-Nitrophenylazo)phenol,C12H9N3O3,3.89,0.00389
4-((4-Nitrophenyl)azo)benzenamine,C12H10N4O2,34,0.034
"4,4-Dimethyloctane",C10H22,2.2,0.0022
"4,4-Dimethyl-1-Pentanol",C7H16O,3350,3.35
"4,4-Bis(dimethylamino)benzophenone",C17H20N2O,400,0.4
"4,4'-Oxydi-2-Butanol",C8H18O3,1000000,1000
"4,4'-Methylenebis(2-Chloroaniline)",C13H12Cl2N2,13.9,0.0139
"4,4'-Dipyridyl",C10H8N2,4530,4.53
"4,4'-Dicyano-4,4'azo-Di-Valeric Acid",C12H16N4O4,2750,2.75
"4,4'-Dichlorodiphenyl Ether",C12H8Cl2O,3.79,0.00379
"4,4'-Dichlorobiphenyl",C12H8Cl2,620,0.62
"4,5-Methylenephenanthrene",C15H10,1.1,0.0011
"4,5-Isoxazoledione, 3-Methyl-, 4-Oxime",C4H4N2O3,37000,37
"4,5-Dithia-Octandioic Acid",C6H10O4S2,134000,134
"4,5-Dichloroveratrole",C8H8Cl2O2,72,0.072
"4,6-Pteridinedione, 1,2,3,5-Tetrahydro-7-Methyl-",C7H6N4O2S,800,0.8
"4,6-Pteridinediamine",C6H6N6,41.7,0.0417
"4,6-Dinitro-o-Cresol",C7H6N2O5,198,0.198
"4,6-Dinitro-Biphenyl-3-Ol",C12H8N2O5,9,0.009
"4,6-Dihydroxypryimidine",C4H4N2O2,2500,2.5
"4,6-Dichloro-o-Cresol",C7H6Cl2O,1600,1.6
"4,6-Bis(isopropylamino)-s-Triazin-2-Ol",C9H17N5O,103,0.103
4'-((6-Hydroxy-m-Tolyl)azo)acetanilide,C15H15N3O2,1.18,0.00118
"4,7-Pteridinediamine",C6H6N6,200,0.2
"5,5-Dimethyl-1,3-Cyclohexanedione",C8H12O2,4160,4.16
"5,5'-Barbituric Acid, 5,5'-Dihydroxy-1,1'-Dimeth",C10H10N4O8,550000,550
"5,6-Dimethylchrysene",C20H16,250,0.25
"5,8-Quinolinedione, Dioxime",C9H7N3O2,30,0.03
6-2 Ftoh,C8H5F13O,18.6,0.0186
6(5h)-Pteridinone,C6H4N4O,286,0.286
"6,7-Secomorphinan-6-Oic Acid, 8,14-Didehydro-4,5",C19H21NO5,20000,20
"6,7-Pteridinedione, 5,8-Dihydro-",C6H4N4O2,333,0.333
"6,7-Dihydroxy-4-Methylcoumarin",C10H8O4,100,0.1
7(1h)-Pteridinone,C6H4N4O,1110,1.11
7(1h)-Pteridinethione,C6H4N4S,323,0.323
"7(8h)-Pteridinone, 8-Methyl-",C7H6N4O,20000,20
"7(8h)-Pteridinone, 6,8-Dimethyl-",C8H8N4O,5710,5.71
(7(9)h-Purin-6-Yl)carbamic Acid Methyl Ester,C7H7N5O2,625,0.625
Racemethorphan,C18H25NO,36000,36
Raffinose,C18H32O16,203000,203
Ranimustine,C10H18ClN3O7,9000,9
(r)-(-)-Carvone,C10H14O,1310,1.31
Reposal,C14H18N2O3,446,0.446
Reserpine,C33H40N2O9,73,0.073
Resmethrin,C22H26O3,379,0.379
Resorcinol,C6H6O2,717000,717
Resorufin,C12H7NO3,20000,20
Resveratrol,C14H12O3,30,0.03
Rhodamine 6g,C28H31ClN2O3,20000,20
Rhodamine B,C28H31ClN2O3,12000,12
Ribavirin,C8H12N4O5,142000,142
"Ribitol, 1,3:2,4-Di-o-Methylene-",C7H12O5,42000,42
Riboflavin,C17H20N4O6,84.7,0.0847
Ricidine,C8H8N2O2,2700,2.7
Rifampin,C43H58N4O12,1400,1.4
Rimsulfuron,C14H17N5O7S2,10,0.01
"(r)-Nona-3,4-Diene-6,8-Diyn-1-Ol",C9H8O,1700,1.7
Rolitetracycline,C21H23NO6,555000,555
Ronidazole,C6H10N4O4,2900,2.9
Ronnel,C8H8Cl3O3PS,1,0.001
Rosaniline,C20H20ClN3,2650,2.65
Rosolic Acid,C19H14O3,1200,1.2
Rotenone,C23H22O6,20,0.02
Rovral (iprodione),C13H13Cl2N3O3,13.9,0.0139
Rubeanic Acid,C2H4N2S2,369,0.369
Rutin,C27H30O16,125,0.125
Saccharin,C7H5NO3S,4000,4
Safranine T,C20H19ClN4,50000,50
Salicin,C13H18O7,40000,40
Salicylanilide,C13H11NO2,55,0.055
"Salicylanilide, 4'-Chloro-3-Nitro-",C13H9ClN2O4,8.34,0.00834
"Salicylanilide, 4'-Chloro-5-Nitro-",C13H9ClN2O4,2.21,0.00221
Salicylic Acid,C7H6O3,2240,2.24
"Salicylic Acid, 5-(2h-Benzotriazol-2-Yl)-",C13H9N3O3,250,0.25
Salinazid,C13H11N3O2,50,0.05
Salithion,C8H9O3PS,58,0.058
Santonin,C15H18O3,200,0.2
Sarin,C4H10FO2P,1000000,1000
Scopolamine,C17H21NO4,100000,100
Scopolamine Bromide,C17H22BrNO4,666000,666
Scyllitol,C6H12O6,10100,10.1
Secbumeton,C10H19N5O,620,0.62
Sec-Butylacetate,C6H12O2,6200,6.2
Sec-Butylbenzene,C10H14,17.6,0.0176
Sec-Butyl Ethylamine,C6H15N,62400,62.4
Sec-Butyl Methyl Ether,C5H12O,16400,16.4
"Selenic Acid, Disodium Salt",Na2O4Se,585000,585
Selenium Dioxide,O2Se,3840,3.84
"Semioxamazide, 1-[3-(5-Nitro-2-Furanyl)allyliden",C9H8N4O5,4,0.004
"Semioxamazide, 2-(2-Hydroxyethyl)-1-[3-(5-Nitro-",C11H12N4O6,112,0.112
Serine,C3H7NO3,425000,425
"Serine, O-Ethyl-",C5H11NO3,445000,445
Sesone,C8H8Cl2NaO5S,250000,250
Sethoxydim,C17H29NO3S,25,0.025
Shikimic Acid,C7H10O5,150000,150
Siduron,C14H20N2O,18,0.018
Silafluofen,C25H29FO2Si,1000,1
Silver Acetate,C2H3AgO2,10000,10
Silver Carbonate,CAg2O3,33.3,0.0333
Silver Citrate,C6H5Ag3O7,286,0.286
Silver Cyanide,CAgN,23,0.023
Silver Lactate,C3H5AgO3,66700,66.7
Silver Oxalate,C2Ag2O4,41.7,0.0417
Silver Perchlorate,HAgClO4,865000,865
Silvex,C9H7Cl3O3,71,0.071
Simazine,C7H12ClN5,6.2,0.0062
Simetone,C8H15N5O,3200,3.2
Simetryn,C8H15N5S,450,0.45
Simvastatin,C25H38O5,300,0.3
"S-<(e)-1,2-Dichloro-Vinyl>-l-Cysteine",C5H7Cl2NO2S,7000,7
Sobrerol,C10H18O2,32000,32
Sodium Arsanilate,C6H7AsNNaO3,167000,167
Sodium Arsenate,AsNa3O4,267000,267
Sodium Ascorbate,C6H7NaO6,620000,620
Sodium Bicarbonate,CHNaO3,100000,100
Sodium Bitartrate,C4H4Na2O6,100000,100
Sodium Bromate,BrNaO3,364000,364
Sodium Cacodylate,C2H6AsNaO2,2000000,2000
Sodium Chlorate,ClNaO3,100000,100
Sodium Citrate,C6H5Na3O7,434000,434
"Sodium Citrate, Acid",C6H6Na2O7,333000,333
Sodium Dibunate,C18H23NaO3S,750000,750
Sodium Ethyl Sulfate,C2H5NaO4S,588000,588
Sodium Formate,CHNaO2,434000,434
Sodium Gluconate,C6H11NaO7,590000,590
Sodium Hydrosulfide,HNaS,500000,500
Sodium Iodate,INaO3,90000,90
Sodium Iodomethamate,C8H3I2NNa2O5,500000,500
Sodium Lactate,C3H5NaO3,1000000,1000
Sodium Nitrate,NNaO3,730000,730
Sodium Perchlorate,ClNaO4,2100000,2100
Sodium Phenolsulfonate,C6H5NaO4S,192000,192
Sodium Propionate,C3H5NaO2,500000,500
Sodium Salicylate,C7H5NaO3,125000,125
Sodium Selenite,Na2O3Se,898000,898
Sodium Succinate,C4H4Na2O4,200000,200
Sodium Sulfide,Na2S,186000,186
Sodium Tartrate,C4H4Na2O6,250000,250
Sodium Thiocyanate,CHNNaS,580000,580
Sodium Trichloroacetate,C2Cl3NaO2,1000000,1000
Solvent Red 1,C17H14N2O2,33000,33
Solvent Yellow 33,C18H11NO2,16.9,0.0169
Soman,C7H16FO2P,21000,21
Sorbic Acid,C6H8O2,1910,1.91
Sorbitol,C6H14O6,689000,689
Sparteine Sulfate,C15H28N2O4S,667000,667
Sparticide,C10H4Cl2FNO2,5.9,0.0059
"Spiro[benzofuran-2(3h),1'-[2]cyclhexene-3,4'-Dio",C30H33ClO15,66.9,0.0669
"Spiro[benzofuran-2(3h), 1'-[2]cyclohexene]-3,4'-",C18H19ClO6,3.67,0.00367
"Spiro[benzofuran-2(3h), 1'-[3]cyclohexene]-2',3-",C18H19ClO6,9.17,0.00917
"Spiro[benzofuran-2(3h), 1'-[3]cyclohexene]-3,4'-",C22H27ClO6,84.6,0.0846
Spirodiclofen,C21H24Cl2O4,19,0.019
"Spiro Isobenzofuran-1(3h),9'- 9h Xanthen -3-One,",C20H12O5,50,0.05
Spiromesifen,C23H30O4,13,0.013
Spironolactone,C24H32O4S,22,0.022
Ssf-109 Fungicide,C15H18ClN3O,125,0.125
Ssf-126,C16H16N2O3,128,0.128
"Stannane, (lauroyloxy)tributyl-",C24H50O2Sn,1.2,0.0012
Stearic Acid,C18H36O2,500,0.5
Stilbene,C14H12,29.2,0.0292
Stilbene (trans),C14H12,29,0.029
Stirofos,C10H9Cl4O4P,11,0.011
"S-Triazine, 2-(allylamino)-4-Amino-",C6H9N5,15000,15
"S-Trithiane, 1,3-Dioxide",C3H6O2S3,17000,17
Strontium Acetate,C4H6O4Sr,287000,287
Strontium Carbonate,CO3Sr,10,0.01
Strontium Oxalate,C2O4Sr,50,0.05
Strychinidin-10-One Arsenate,C21H25AsN2O6,45300,45.3
"Strychnidin-10-One, 19-Oxide",C21H22N2O3,18600,18.6
Strychnine Hydriodide,C21H23IN2O2,2870,2.87
Styrene,C8H8,300,0.3
Styrene Oxide,C8H8O,3000,3
Suberic Acid,C8H14O4,5900,5.9
"Succinamic Acid, 3-Amino-2-Hydroxy-",C4H8N2O4,10500,10.5
"Succinamic Acid, N,n'-Dipropyl-, Ethyl Ester",C12H23NO3,18400,18.4
Succinamide,C4H8N2O2,3300,3.3
"Succinanilic Acid, 3-Methyl-",C11H13NO3,12000,12
-Succinic Acid,C8H12O4,800,0.8
"Succinic Acid, 2,3-Dibromo-2-Methyl-, Erythro-(.",C5H6Br2O4,570000,570
"Succinic Acid, 2-Allyl-3-Methyl-, Erythro-",C8H12O4,15000,15
"Succinic Acid, 2-Ethyl-3-Phenyl-",C12H14O4,1050,1.05
Succinimide,C4H5NO2,196000,196
Succinonitrile,C4H4N2,127000,127
Succinylcholine Chloride,C14H30Cl2N2O4,500000,500
Succinyl Peroxide,C8H10O8,33300,33.3
Sucrose Octaacetate,C28H38O19,910,0.91
Sudan Black B,C29H24N6,1000,1
Sufentanil,C22H30N2O2S,76,0.076
Sufentanil Citrate [usan],C22H30N2O2S,46000,46
Sulcofuron-Sodium,C19H11Cl4N2NaO5S,1240,1.24
Sulfachlorpyridazine,C10H9ClN4O2S,178,0.178
Sulfacytine,C12H14N4O3S,1750,1.75
Sulfadiazine,C10H10N4O2S,77,0.077
Sulfadimethoxine,C12H14N4O4S,52.9,0.0529
Sulfaethoxypyr,C12H14N4O3S,1100,1.1
Sulfallate,C8H14ClNS2,92,0.092
Sulfamerazine,C11H12N4O2S,202,0.202
Sulfameter,C11H12N4O3S,85.9,0.0859
Sulfamethazine,C12H14N4O2S,445,0.445
Sulfamethiazole,C9H10N4O2S2,1050,1.05
Sulfamethomidine,C12H14N4O3S,843,0.843
Sulfamethoxazole,C10H11N3O3S,379,0.379
Sulfamethoxypyridazine,C11H12N4O3S,147,0.147
Sulfamethylthiazole,C10H11N3O2S2,2000,2
Sulfamic Acid,H3NO3S,147000,147
"Sulfamic Acid, (1,2,3,4-Tetrahydro-2,4-Dioxo-5-p",C4H5N3O5S,3550,3.55
Sulfamonomethoxine,C11H12N4O3S,60.4,0.0604
Sulfamoxole,C11H13N3O3S,1680,1.68
Sulfanilacetamide,C8H10N2O3S,12500,12.5
Sulfanilamide,C6H8N2O2S,7500,7.5
"Sulfanilamide, N1-(1,4-Dihydro-1,4-Dioxo-2-Napht",C16H12N2O4S,45,0.045
"Sulfanilamide, N1-(4-Amino-2-Pyrimidinyl)-",C10H11N5O2S,1860,1.86
"Sulfanilamide, N1-(4-Ethyl-2-Pyrimidinyl)-",C12H14N4O2S,172,0.172
"Sulfanilamide, N1-(4-Isobutyl-2-Pyrimidinyl)-",C14H18N4O2S,100,0.1
"Sulfanilamide, N1-(4-Pentyl-2-Pyrimidinyl)-",C15H20N4O2S,200,0.2
"Sulfanilamide, N1-(5-Chloro-2-Pyrimidinyl)-",C10H9ClN4O2S,18,0.018
"Sulfanilamide, N1-(5-Isobutyl-1,3,4-Thiadiazol-2",C12H16N4O2S2,47,0.047
"Sulfanilamide, N1-(6-Methyl-2-Pyridyl)-, N-Oxide",C12H13N3O3S,50,0.05
"Sulfanilamide, N1-Purin-6-Yl-",C11H10N6O2S,13,0.013
"Sulfanilic Acid, N-Carbamimidoylcarbamimidoyl-",C8H11N5O3S,2500,2.5
Sulfanilyl Guanadine,C7H10N4O2S,2200,2.2
Sulfanilylurea,C7H9N3O3S,1200,1.2
Sulfaperine,C11H12N4O2S,400,0.4
Sulfaphenazole,C15H14N4O2S,1500,1.5
Sulfapyrazine,C10H10N4O2S,50,0.05
Sulfapyridine,C11H11N3O2S,268,0.268
Sulfaquinoxaline,C14H12N4O2S,7.5,0.0075
Sulfasomizole,C10H11N3O2S2,22600,22.6
Sulfathiazole,C9H9N3O2S2,373,0.373
Sulfathiourea,C7H9N3O2S2,11000,11
Sulfatolamide,C7H9N3O2S2,7800,7.8
Sulfentrazone,C11H10Cl2F2N4O3S,780,0.78
"Sulfinylamide, N4-(6-Deoxy-l-Mannopyranosyl)-",C12H18N2O6S,100000,100
Sulfisomidine,C12H14N4O2S,1620,1.62
Sulfisoxazole,C11H13N3O3S,300,0.3
Sulfometuron Methyl,C15H16N4O5S,244,0.244
"Sulfone, 1-Bromoethyl Ethyl",C4H9BrO2S,69600,69.6
Sulfosulfuron,C16H20N6O7S2,17.6,0.0176
Sulfotepp,C8H20O5P2S2,30,0.03
Sulfur Dioxide,O2S,107000,107
Sulfur Hexafluoride,F6S,31,0.031
Sulfuric Acid,H2O4S,1000000,1000
Sulfuryl Fluoride,F2O2S,750,0.75
Sulindac,C20H17FO3S,3000,3
Sulisobenzone,C14H12O6S,250000,250
Sulprofos,C12H19O2PS3,31,0.031
Szi-121,C14H7ClF2N4,23,0.023
Tabun,C5H11N2O2P,98000,98
Tartaric Acid,C4H6O6,582000,582
Tartrazine,C16H8N4Na4O9S2,200000,200
Tau-Fluvalinate,C26H22ClF3N2O3,1030,1.03
T-Butanol,C4H10O,1000000,1000
T-Butyl Acetate,C6H12O2,7140,7.14
T-Butylamine,C4H11N,1000000,1000
T-Butylbenzene,C10H14,29.5,0.0295
T-Butyl Chloride,C4H9Cl,2880,2.88
T-Butyl Methacrylate,C8H14O2,1000,1
T-Butyl-Peroxide,C8H18O2,100,0.1
T-Butylphenyl Diphenyl Phosphate,C22H23O4P,3.2,0.0032
Tebuconazole,C16H22ClN3O,36,0.036
Tebufenozide,C22H28N2O2,83,0.083
Tebufenpyrad,C18H24ClN3O,2.6,0.0026
Tebupirimfos,C13H23N2O3PS,5.5,0.0055
Tebutam,C15H23NO,790,0.79
Tebuthiuron,C9H16N4OS,2500,2.5
Tecloftalam,C14H5Cl6NO3,14,0.014
Teflubenzuron,C14H6Cl2F4N2O2,190,0.19
Tefluthrin,C17H14ClF7O2,200,0.2
Tembotrione,C17H16ClF3O6S,28300,28.3
Temephos,C16H20O6P2S3,27,0.027
Terbacil,C9H13ClN2O2,710,0.71
Terbufos,C9H21O2PS3,5.07,0.00507
Terbufos Sulfone,C9H21O4PS3,408,0.408
Terbufos Sulfoxide,C9H21O3PS3,1100,1.1
Terbumeton,C10H19N5O,130,0.13
Terbuthylazine,C9H16ClN5,9,0.009
Terbutryn,C10H19N5S,25,0.025
Terephthalic Acid,C8H6O4,17,0.017
Terfenadine,C32H41NO2,963,0.963
Terpin,C10H20O2,10000,10
Terpineol,C10H18O,1980,1.98
Terpin Hydrate (cis-Form),C10H22O3,4000,4
Terpinolene,C10H16,9.5,0.0095
Tert-Butyl (1-(4-Chloro)phenylsulfonyl) Cyclopro,C14H17ClO4S,24,0.024
Testosterone,C19H28O2,23.4,0.0234
Testosterone Propionate,C22H32O3,1.48,0.00148
Tetracene,C18H12,1510,1.51
"Tetrachloro-1,2-Benzenediol",C6H2Cl4O2,2.7,0.0027
Tetrachlorobiphenyl,C12H6Cl4,460,0.46
Tetrachlorodibenzo-p-Dioxins,C12H4Cl4O2,35000,35
Tetrachloroethanes,C4H4Cl8,2830,2.83
Tetrachloroethene,C2Cl4,206,0.206
Tetrachloroguaiacol,C7H4Cl4O2,4.2,0.0042
Tetrachlorophthalic Acid,C8H2Cl4O4,3600,3.6
Tetrachlorophthalide,C8H2Cl4O2,2.5,0.0025
Tetrachlorvinphos,C10H9Cl4O4P,11,0.011
Tetrachlorvinphos (e-Isomer),C10H9Cl4O4P,11,0.011
Tetraconazole,C13H11Cl2F4N3O,156,0.156
Tetracycline,C22H24N2O8,231,0.231
Tetradecane,C14H30,2200,2.2
Tetradecanoic Acid,C14H28O2,18.3,0.0183
Tetradecanol,C14H30O,31.2,0.0312
Tetradifon,C12H6Cl4O2S,780,0.78
Tetraethoxysilane,C8H20O4Si,1500,1.5
Tetraethyl Ammonium Bromide,C8H20BrN,1000000,1000
Tetraethyl Ammonium Chloride,C8H20ClN,1000000,1000
Tetraethyl Ammonium Iodide,C8H20IN,450000,450
Tetraethylene Glycol,C8H18O5,1000000,1000
Tetraethylenepentamine,C8H23N5,6540000,6540
Tetraethyl Lead,C8H20Pb,29,0.029
Tetraethyl Pyrophosphate,C8H20O7P2,1000000,1000
Tetraethylsilane,C8H20Si,32.5,0.0325
Tetraethyl Tin,C8H20Sn,444,0.444
Tetrafluoroethylene,C2F4,159,0.159
Tetrafluoromethane,CF4,18.8,0.0188
Tetrahydrobenzaldehyde,C21H30O3,5000,5
Tetrahydrofuran,C4H8O,1000000,1000
Tetrahydrofurfuryl Alcohol,C5H10O2,1000000,1000
Tetrahydropyran,C5H10O,80200,80.2
Tetrahydropyran-2-Methanol,C6H12O2,1000000,1000
Tetrakis(hydroxymethyl)phosphonium Chloride,C4H12ClO4P,400000,400
Tetrakis(trimethylsiloxy)silane,C12H36O4Si5,15100,15.1
Tetralin,C10H12,47,0.047
Tetramethyl Decynediol,C14H26O2,1200,1.2
Tetramethylenedisulfotetramine,C4H8N4O4S2,250,0.25
Tetramethyl Lead,C4H12Pb,15,0.015
Tetramethylsilane,C4H12Si,19.6,0.0196
Tetramethylurea,C5H12N2O,1000000,1000
Tetranitroaniline,C6H3N5O8,70,0.07
Tetranitromethane,CN4O8,900,0.9
Tetrapentylammonium Iodide,C20H44IN,7400,7.4
Tetraphenylarsonium Bromide,C24H20AsBr,16700,16.7
Tetrapropyl Ammonium Iodide,C12H28IN,186000,186
Tetrapropyl Thiopyrophosphorate,C12H28O5P2S2,30,0.03
Tetrasodium Pyrophosphate,Na4O7P2,81400,81.4
Tetrasul,C12H6Cl4S,300,0.3
Tetryl,C7H5N5O8,74,0.074
Thalidomide,C13H10N2O4,52.5,0.0525
Thallium (i) Chloride,ClTl,2900,2.9
Thebainone,C18H21NO3,4000,4
Thenylchlor,C16H18ClNO2S,11,0.011
Thenyldiamine,C14H19N3S,4440,4.44
Theobromine,C7H8N4O2,330,0.33
Theophylline,C7H8N4O2,7360,7.36
Thiabendazole,C10H7N3S,50,0.05
Thiacetazone,C10H12N4OS,88,0.088
Thiacloprid,C10H9ClN4S,185,0.185
Thiamethoxam,C8H10ClN5O3S,4100,4.1
Thiamine,C12H17ClN4OS,500000,500
Thiamine Disulfide,C24H34N8O4S2,568000,568
Thiamylal,C12H18N2O2S,49.4,0.0494
Thiazafluron,C6H7F3N4OS,2100,2.1
Thiazinamium Methylsulfate,C19H26N2O4S2,100000,100
Thiazolsulfone,C9H9N3O2S2,400,0.4
Thiazopyr,C16H17F5N2O2S,2.5,0.0025
Thidiazuron,C9H8N4OS,20,0.02
Thifluzamide,C13H6Br2F6N2O2S,1.6,0.0016
Thimerosal,C9H9HgNaO2S,500000,500
Thioacetamide,C2H5NS,163000,163
Thioanisole,C7H8S,506,0.506
Thiobencarb,C12H16ClNOS,28,0.028
"Thiocyanic Acid, 1,2,3-Propanetriyl Ester",C6H5N3S3,2500,2.5
"Thiocyanic Acid, 2-Oxopropyl Ester",C4H5NOS,70000,70
"Thiocyanic Acid, 4-Aminophenyl Ester",C7H6N2S,376,0.376
"Thiocyanic Acid, Ammonium Salt",CH4N2S,630000,630
Thiodicarb,C10H18N4O4S3,35,0.035
Thiofanox,C9H18N2O2S,5200,5.2
Thioimidodicarbonic Diamide,C2H5N3S2,2700,2.7
Thiolutin,C8H8N2O2S2,210,0.21
Thiometon,C6H15O2PS3,200,0.2
"Thiomorpholine, 4-Phenyl-",C10H13NS,10000,10
Thionazin,C8H13N2O3PS,1140,1.14
Thionine,C12H12ClN3S,2000,2
"Thioperoxydiphosphoric Acid, Tetramethyl Ester",C4H12O4P2S4,12.6,0.0126
